attScalar, iteration, data, tp, tn, fp, fn, accuracy, precision, recall, F-1 measure
1.0,34,test,519,674,183,338,0.409568261377,0.739316239316,0.605600933489,0.665811417575
1.0,35,train,2113,2570,395,852,0.422934232715,0.842503987241,0.712647554806,0.772154211584
1.0,35,test,519,670,187,338,0.411901983664,0.735127478754,0.605600933489,0.664107485605
1.0,36,train,2155,2547,418,810,0.43389544688,0.83754372328,0.726812816189,0.778259299386
1.0,36,test,535,664,193,322,0.424737456243,0.73489010989,0.624270711785,0.675078864353
1.0,37,train,2154,2601,364,811,0.424620573356,0.855440826052,0.726475548061,0.785701258435
1.0,37,test,522,680,177,335,0.407817969662,0.74678111588,0.609101516919,0.670951156812
1.0,38,train,2087,2644,321,878,0.406070826307,0.866694352159,0.703878583474,0.776847198958
1.0,38,test,504,694,163,353,0.389148191365,0.755622188906,0.588098016336,0.661417322835
1.0,39,train,2079,2628,337,886,0.40741989882,0.860513245033,0.701180438449,0.772718825497
1.0,39,test,513,680,177,344,0.402567094516,0.74347826087,0.598599766628,0.663219133807
1.1,0,train,1161,2324,641,1804,0.303878583474,0.644284128746,0.391568296796,0.487098804279
1.1,0,test,346,668,189,511,0.312135355893,0.646728971963,0.403733955659,0.497126436782
1.1,1,train,1932,1735,1230,1033,0.533220910624,0.6110056926,0.651602023609,0.630651215929
1.1,1,test,599,506,351,258,0.554259043174,0.630526315789,0.698949824971,0.662977310459
1.1,2,train,1792,2183,782,1173,0.434064080944,0.696192696193,0.604384485666,0.647048203647
1.1,2,test,516,618,239,341,0.44049008168,0.683443708609,0.602100350058,0.640198511166
1.1,3,train,1839,2377,588,1126,0.409274873524,0.757725587145,0.62023608769,0.682121661721
1.1,3,test,535,672,185,322,0.420070011669,0.743055555556,0.624270711785,0.678503487635
1.1,4,train,2014,2330,635,951,0.44671163575,0.760286900717,0.679258010118,0.717491984325
1.1,4,test,575,644,213,282,0.459743290548,0.729695431472,0.670945157526,0.699088145897
1.1,5,train,2103,2277,688,862,0.47065767285,0.753493371551,0.709274873524,0.730715774844
1.1,5,test,602,632,225,255,0.482497082847,0.727932285369,0.702450408401,0.714964370546
1.1,6,train,2019,2349,616,946,0.444350758853,0.766223908918,0.680944350759,0.721071428571
1.1,6,test,573,655,202,284,0.452158693116,0.73935483871,0.668611435239,0.702205882353
1.1,7,train,1956,2392,573,1009,0.426475548061,0.773428232503,0.659696458685,0.712049508555
1.1,7,test,556,675,182,301,0.43057176196,0.753387533875,0.648774795799,0.697178683386
1.1,8,train,1986,2393,572,979,0.431365935919,0.776387802971,0.66981450253,0.71917436176
1.1,8,test,564,672,185,293,0.43698949825,0.75300400534,0.658109684947,0.702366127024
1.1,9,train,1948,2426,539,1017,0.419392917369,0.783273019702,0.656998313659,0.714600146735
1.1,9,test,542,679,178,315,0.420070011669,0.752777777778,0.63243873979,0.687381103361
1.1,10,train,1948,2465,500,1017,0.41281618887,0.795751633987,0.656998313659,0.719748753002
1.1,10,test,533,684,173,324,0.411901983664,0.754957507082,0.621936989498,0.682021753039
1.1,11,train,1983,2478,487,982,0.41652613828,0.802834008097,0.668802698145,0.729714811408
1.1,11,test,539,664,193,318,0.42707117853,0.736338797814,0.628938156359,0.678414096916
1.1,12,train,2192,2278,687,773,0.485497470489,0.761375477596,0.739291736931,0.750171115674
1.1,12,test,609,622,235,248,0.492415402567,0.721563981043,0.710618436406,0.716049382716
1.1,13,train,2031,2460,505,934,0.427655986509,0.800867507886,0.684991568297,0.738411197964
1.1,13,test,543,666,191,314,0.428238039673,0.739782016349,0.633605600933,0.68258956631
1.1,14,train,2150,2355,610,815,0.465430016863,0.778985507246,0.725126475548,0.751091703057
1.1,14,test,581,631,226,276,0.470828471412,0.719950433705,0.677946324387,0.698317307692
1.1,15,train,1957,2523,442,1008,0.40455311973,0.815756565236,0.660033726813,0.729679343773
1.1,15,test,523,681,176,334,0.407817969662,0.748211731044,0.610268378063,0.672236503856
1.1,16,train,1936,2540,425,1029,0.398145025295,0.819991529013,0.652951096121,0.726999624484
1.1,16,test,517,686,171,340,0.401400233372,0.751453488372,0.603267211202,0.66925566343
1.1,17,train,2126,2393,572,839,0.45497470489,0.787991104522,0.717032040472,0.750838778033
1.1,17,test,570,643,214,287,0.457409568261,0.727040816327,0.665110851809,0.694698354662
1.1,18,train,2148,2400,565,817,0.457504215852,0.791743457427,0.724451939292,0.756604438182
1.1,18,test,569,635,222,288,0.461493582264,0.719342604298,0.663943990665,0.690533980583
1.1,19,train,1992,2523,442,973,0.410455311973,0.818405916187,0.671838111298,0.737914428598
1.1,19,test,509,683,174,348,0.398483080513,0.745241581259,0.593932322054,0.661038961039
1.1,20,train,2227,2345,620,738,0.480101180438,0.782226905515,0.751096121417,0.766345492085
1.1,20,test,598,624,233,259,0.484830805134,0.719614921781,0.697782963827,0.708530805687
1.1,21,train,1911,2564,401,1054,0.389881956155,0.826557093426,0.644519392917,0.724275156339
1.1,21,test,501,694,163,356,0.38739789965,0.754518072289,0.584597432905,0.658777120316
1.1,22,train,1831,2626,339,1134,0.365935919056,0.843778801843,0.617537942664,0.713145082765
1.1,22,test,468,710,147,389,0.358809801634,0.760975609756,0.546091015169,0.635869565217
1.1,23,train,1976,2556,409,989,0.402192242833,0.828511530398,0.666441821248,0.738691588785
1.1,23,test,511,685,172,346,0.398483080513,0.748169838946,0.596266044341,0.663636363636
1.1,24,train,1791,2654,311,1174,0.354468802698,0.85204567079,0.604047217538,0.706927175844
1.1,24,test,459,716,141,398,0.350058343057,0.765,0.535589264877,0.630061770762
1.1,25,train,1864,2632,333,1101,0.370489038786,0.848429676832,0.628667790894,0.722200697404
1.1,25,test,476,709,148,381,0.364060676779,0.762820512821,0.555425904317,0.642808912897
1.1,26,train,1935,2618,347,1030,0.384822934233,0.847940403155,0.652613827993,0.73756432247
1.1,26,test,485,695,162,372,0.37747957993,0.749613601236,0.565927654609,0.644946808511
1.1,27,train,2005,2577,388,960,0.403541315346,0.837860426243,0.676222596965,0.748413587159
1.1,27,test,516,671,186,341,0.409568261377,0.735042735043,0.602100350058,0.661962796665
1.1,28,train,1957,2607,358,1008,0.390387858347,0.84535637149,0.660033726813,0.741287878788
1.1,28,test,494,686,171,363,0.387981330222,0.742857142857,0.576429404901,0.64914586071
1.1,29,train,1963,2617,348,1002,0.389713322091,0.8494158373,0.662057335582,0.744124336619
1.1,29,test,491,691,166,366,0.383313885648,0.747336377473,0.57292882147,0.648612945839
1.1,30,train,1937,2269,696,1028,0.444013490725,0.735662742119,0.65328836425,0.692032868882
1.1,30,test,492,596,261,365,0.439323220537,0.653386454183,0.574095682614,0.611180124224
1.1,31,train,2051,2574,391,914,0.411804384486,0.839885339885,0.69173693086,0.758646199371
1.1,31,test,521,668,189,336,0.414235705951,0.733802816901,0.607934655776,0.664964901085
1.1,32,train,2081,2566,399,884,0.418212478921,0.839112903226,0.701854974705,0.764370982553
1.1,32,test,524,666,191,333,0.41715285881,0.732867132867,0.611435239207,0.666666666667
1.1,33,train,2068,2600,365,897,0.410286677909,0.84997944924,0.697470489039,0.766209707299
1.1,33,test,511,677,180,346,0.403150525088,0.739507959479,0.596266044341,0.660206718346
1.1,34,train,2075,2608,357,890,0.410118043845,0.853207236842,0.699831365936,0.76894571058
1.1,34,test,505,681,176,352,0.39731621937,0.741556534508,0.58926487748,0.656697009103
1.1,35,train,1929,2165,800,1036,0.460202360877,0.70685232686,0.650590219224,0.677555321391
1.1,35,test,494,577,280,363,0.451575262544,0.638242894057,0.576429404901,0.605763335377
1.1,36,train,2086,2586,379,879,0.41568296796,0.846247464503,0.703541315346,0.76832412523
1.1,36,test,507,677,180,350,0.4008168028,0.737991266376,0.591598599767,0.656735751295
1.1,37,train,2052,2629,336,913,0.402698145025,0.859296482412,0.692074198988,0.766672893704
1.1,37,test,498,679,178,359,0.394399066511,0.736686390533,0.581096849475,0.649706457926
1.1,38,train,2120,2630,335,845,0.413996627319,0.863543788187,0.715008431703,0.782287822878
1.1,38,test,509,668,189,348,0.40723453909,0.729226361032,0.593932322054,0.654662379421
1.1,39,train,2023,2426,539,942,0.432040472175,0.789617486339,0.682293423272,0.732042699475
1.1,39,test,497,609,248,360,0.434655775963,0.66711409396,0.579929988331,0.620474406991
1.2,0,train,942,2474,491,2023,0.241652613828,0.657362177251,0.317706576728,0.428376534789
1.2,0,test,267,710,147,590,0.241540256709,0.644927536232,0.311551925321,0.420141620771
1.2,1,train,1913,1761,1204,1052,0.52563237774,0.613731151748,0.645193929174,0.629069385071
1.2,1,test,583,506,351,274,0.544924154026,0.624197002141,0.680280046674,0.65103294249
1.2,2,train,1737,2209,756,1228,0.420404721754,0.696750902527,0.585834738617,0.636496885306
1.2,2,test,500,628,229,357,0.425320886814,0.685871056241,0.583430571762,0.63051702396
1.2,3,train,1780,2389,576,1185,0.397301854975,0.755517826825,0.600337268128,0.669047171584
1.2,3,test,502,677,180,355,0.397899649942,0.736070381232,0.585764294049,0.652371669916
1.2,4,train,1873,2383,582,1092,0.413996627319,0.762932790224,0.631703204047,0.691143911439
1.2,4,test,538,660,197,319,0.428821470245,0.731972789116,0.627771295216,0.675879396985
1.2,5,train,1881,2392,573,1084,0.413827993255,0.766503667482,0.634401349073,0.694224026573
1.2,5,test,546,671,186,311,0.42707117853,0.745901639344,0.637106184364,0.687224669604
1.2,6,train,1906,2406,559,1059,0.41568296796,0.77322515213,0.642833052277,0.702025782689
1.2,6,test,546,675,182,311,0.424737456243,0.75,0.637106184364,0.688958990536
1.2,7,train,1860,2444,521,1105,0.401517706577,0.781184376312,0.627318718381,0.695847362514
1.2,7,test,534,692,165,323,0.407817969662,0.763948497854,0.623103850642,0.686375321337
1.2,8,train,1704,2553,412,1261,0.356829679595,0.805293005671,0.574704890388,0.670734107459
1.2,8,test,469,719,138,388,0.35414235706,0.772652388797,0.547257876313,0.640710382514
1.2,9,train,1751,2558,407,1214,0.363912310287,0.81139944393,0.590556492411,0.683583837595
1.2,9,test,482,720,137,375,0.361143523921,0.778675282714,0.562427071179,0.653116531165
1.2,10,train,1822,2540,425,1143,0.37892074199,0.810858923008,0.614502529511,0.699155794321
1.2,10,test,501,712,145,356,0.376896149358,0.775541795666,0.584597432905,0.666666666667
1.2,11,train,1832,2550,415,1133,0.37892074199,0.815309301291,0.617875210793,0.702993092863
1.2,11,test,504,711,146,353,0.379229871645,0.775384615385,0.588098016336,0.668878566689
1.2,12,train,1882,2531,434,1083,0.390556492411,0.812607944732,0.634738617201,0.712743798523
1.2,12,test,517,702,155,340,0.392065344224,0.769345238095,0.603267211202,0.676258992806
1.2,13,train,1906,2533,432,1059,0.394266441821,0.815226689478,0.642833052277,0.718838393362
1.2,13,test,518,698,159,339,0.394982497083,0.765140324963,0.604434072345,0.675358539765
1.2,14,train,1989,2493,472,976,0.415008431703,0.80820804551,0.670826306914,0.733136748986
1.2,14,test,538,680,177,319,0.41715285881,0.752447552448,0.627771295216,0.684478371501
1.2,15,train,2023,2497,468,942,0.420067453626,0.812123645122,0.682293423272,0.741568914956
1.2,15,test,538,671,186,319,0.422403733956,0.743093922652,0.627771295216,0.680581910183
1.2,16,train,1926,2560,405,1039,0.393086003373,0.826254826255,0.64957841484,0.727341389728
1.2,16,test,505,690,167,352,0.392065344224,0.751488095238,0.58926487748,0.660562459124
1.2,17,train,1912,2586,379,1053,0.386340640809,0.834570056744,0.644856661046,0.727549467275
1.2,17,test,492,700,157,365,0.378646441074,0.758089368259,0.574095682614,0.653386454183
1.2,18,train,1847,2593,372,1118,0.374198988196,0.83235691753,0.622934232715,0.712577160494
1.2,18,test,487,702,155,370,0.374562427071,0.758566978193,0.568261376896,0.649766511007
1.2,19,train,2064,2472,493,901,0.431197301855,0.807195932734,0.696121416526,0.747555233611
1.2,19,test,533,664,193,324,0.423570595099,0.734159779614,0.621936989498,0.673404927353
1.2,20,train,2066,2488,477,899,0.428836424958,0.812426268187,0.696795952782,0.750181554103
1.2,20,test,524,670,187,333,0.414819136523,0.736990154712,0.611435239207,0.668367346939
1.2,21,train,2035,2515,450,930,0.419055649241,0.818913480885,0.686340640809,0.746788990826
1.2,21,test,512,684,173,345,0.399649941657,0.747445255474,0.597432905484,0.664072632944
1.2,22,train,2111,2465,500,854,0.440303541315,0.808502489468,0.71197301855,0.757173601148
1.2,22,test,537,653,204,320,0.432322053676,0.724696356275,0.626604434072,0.672090112641
1.2,23,train,1830,2635,330,1135,0.364249578415,0.847222222222,0.617200674536,0.714146341463
1.2,23,test,461,719,138,396,0.349474912485,0.769616026711,0.537922987165,0.633241758242
1.2,24,train,1921,2593,372,1044,0.386677908938,0.837767117314,0.647892074199,0.730696082161
1.2,24,test,486,700,157,371,0.375145857643,0.755832037325,0.567094515753,0.648
1.2,25,train,1764,2663,302,1201,0.348397976391,0.853823814134,0.594940978078,0.701252236136
1.2,25,test,442,723,134,415,0.336056009335,0.767361111111,0.515752625438,0.61688764829
1.2,26,train,1968,2585,380,997,0.395952782462,0.838160136286,0.663743676223,0.740824392998
1.2,26,test,500,690,167,357,0.389148191365,0.749625187406,0.583430571762,0.656167979003
1.2,27,train,1801,2654,311,1164,0.356155143339,0.852746212121,0.60741989882,0.709474098877
1.2,27,test,452,720,137,405,0.343640606768,0.76740237691,0.527421236873,0.625172890733
1.2,28,train,1821,2656,309,1144,0.359190556492,0.854929577465,0.614165261383,0.71481844946
1.2,28,test,450,720,137,407,0.342473745624,0.76660988075,0.525087514586,0.623268698061
1.2,29,train,1776,2677,288,1189,0.348060708263,0.860465116279,0.598988195616,0.706303440048
1.2,29,test,441,727,130,416,0.333138856476,0.772329246935,0.514585764294,0.617647058824
1.2,30,train,1805,2679,286,1160,0.352613827993,0.863223338116,0.608768971332,0.714003164557
1.2,30,test,437,732,125,420,0.32788798133,0.777580071174,0.50991831972,0.61592670895
1.2,31,train,1742,2690,275,1223,0.340134907251,0.863658899355,0.587521079258,0.699317543155
1.2,31,test,429,737,120,428,0.320303383897,0.781420765027,0.500583430572,0.610241820768
1.2,32,train,1856,2672,293,1109,0.36239460371,0.863657515123,0.625969645868,0.725850606179
1.2,32,test,438,718,139,419,0.336639439907,0.759098786828,0.511085180863,0.610878661088
1.2,33,train,1808,2676,289,1157,0.353625632378,0.862184072485,0.609780775717,0.71434215725
1.2,33,test,451,714,143,406,0.346557759627,0.759259259259,0.526254375729,0.621640248105
1.2,34,train,1794,2695,270,1171,0.348060708263,0.869186046512,0.605059021922,0.713461920859
1.2,34,test,434,727,130,423,0.329054842474,0.769503546099,0.506417736289,0.610837438424
1.2,35,train,1799,2692,273,1166,0.349409780776,0.868243243243,0.606745362563,0.714314075839
1.2,35,test,439,726,131,418,0.332555425904,0.770175438596,0.512252042007,0.615276804485
1.2,36,train,1821,2705,260,1144,0.350927487352,0.875060067275,0.614165261383,0.72175980975
1.2,36,test,436,723,134,421,0.332555425904,0.764912280702,0.508751458576,0.611072179397
1.2,37,train,1934,2679,286,1031,0.37436762226,0.871171171171,0.652276559865,0.74599807136
1.2,37,test,460,706,151,397,0.356476079347,0.752864157119,0.536756126021,0.626702997275
1.2,38,train,1923,2682,283,1042,0.372006745363,0.871713508613,0.648566610455,0.743763295301
1.2,38,test,462,709,148,395,0.355892648775,0.75737704918,0.539089848308,0.629856850716
1.2,39,train,1767,2729,236,1198,0.337774030354,0.882176734898,0.595952782462,0.711352657005
1.2,39,test,423,733,124,434,0.319136522754,0.773308957952,0.493582263711,0.602564102564
1.3,0,train,814,2563,402,2151,0.205059021922,0.669407894737,0.274536256324,0.389380530973
1.3,0,test,220,726,131,637,0.204784130688,0.626780626781,0.256709451575,0.364238410596
1.3,1,train,1878,1812,1153,1087,0.511129848229,0.619597492577,0.633389544688,0.626417611741
1.3,1,test,570,518,339,287,0.530338389732,0.627062706271,0.665110851809,0.645526613817
1.3,2,train,1709,2245,720,1256,0.409612141653,0.703581720873,0.576391231029,0.633667037449
1.3,2,test,494,631,226,363,0.420070011669,0.686111111111,0.576429404901,0.626506024096
1.3,3,train,1882,2336,629,1083,0.423440134907,0.749502190362,0.634738617201,0.687363038714
1.3,3,test,539,657,200,318,0.431155192532,0.729364005413,0.628938156359,0.675438596491
1.3,4,train,1944,2321,644,1021,0.436424957841,0.751159196291,0.655649241147,0.700162074554
1.3,4,test,563,651,206,294,0.448658109685,0.732119635891,0.656942823804,0.692496924969
1.3,5,train,1883,2398,567,1082,0.413153456998,0.768571428571,0.635075885329,0.695475530933
1.3,5,test,544,674,183,313,0.424154025671,0.748280605227,0.634772462077,0.686868686869
1.3,6,train,1988,2348,617,977,0.439291736931,0.763147792706,0.670489038786,0.713824057451
1.3,6,test,569,660,197,288,0.44690781797,0.742819843342,0.663943990665,0.701170671596
1.3,7,train,1831,2467,498,1134,0.392748735245,0.786174323744,0.617537942664,0.691726482811
1.3,7,test,511,689,168,346,0.396149358226,0.752577319588,0.596266044341,0.665364583333
1.3,8,train,1650,2577,388,1315,0.343676222597,0.809617271835,0.556492411467,0.659604237458
1.3,8,test,450,725,132,407,0.339556592765,0.773195876289,0.525087514586,0.625434329395
1.3,9,train,1614,2608,357,1351,0.332377740304,0.818873668189,0.544350758853,0.65397082658
1.3,9,test,437,731,126,420,0.328471411902,0.776198934281,0.50991831972,0.615492957746
1.3,10,train,1637,2628,337,1328,0.332883642496,0.82928064843,0.552107925801,0.662887224134
1.3,10,test,429,739,118,428,0.319136522754,0.784277879342,0.500583430572,0.611111111111
1.3,11,train,1696,2617,348,1269,0.344688026981,0.829745596869,0.572006745363,0.677181074067
1.3,11,test,443,730,127,414,0.332555425904,0.777192982456,0.516919486581,0.620882971268
1.3,12,train,1726,2609,356,1239,0.351096121417,0.829010566763,0.582124789207,0.683970675649
1.3,12,test,454,721,136,403,0.34422403734,0.769491525424,0.52975495916,0.627505183138
1.3,13,train,1728,2621,344,1237,0.349409780776,0.833976833977,0.582799325464,0.686122692079
1.3,13,test,448,726,131,409,0.33780630105,0.773747841105,0.522753792299,0.623955431755
1.3,14,train,1737,2617,348,1228,0.351602023609,0.83309352518,0.585834738617,0.687920792079
1.3,14,test,452,724,133,405,0.341306884481,0.77264957265,0.527421236873,0.626907073509
1.3,15,train,1762,2616,349,1203,0.355986509275,0.834675509237,0.594266441821,0.694247438928
1.3,15,test,455,723,134,402,0.343640606768,0.772495755518,0.530921820303,0.629322268326
1.3,16,train,1768,2616,349,1197,0.356998313659,0.8351440718,0.59629005059,0.695789059425
1.3,16,test,460,720,137,397,0.348308051342,0.770519262982,0.536756126021,0.632737276479
1.3,17,train,1752,2633,332,1213,0.351433389545,0.840690978887,0.59089376054,0.693998811646
1.3,17,test,450,724,133,407,0.340140023337,0.771869639794,0.525087514586,0.625
1.3,18,train,1791,2605,360,1174,0.362731871838,0.832635983264,0.604047217538,0.700156372166
1.3,18,test,457,716,141,400,0.348891481914,0.764214046823,0.53325554259,0.628178694158
1.3,19,train,1761,2637,328,1204,0.352276559865,0.842987075156,0.593929173693,0.696873763356
1.3,19,test,449,724,133,408,0.339556592765,0.77147766323,0.523920653442,0.62404447533
1.3,20,train,1756,2646,319,1209,0.349915682968,0.846265060241,0.592242833052,0.696825396825
1.3,20,test,446,723,134,411,0.338389731622,0.768965517241,0.520420070012,0.620737647878
1.3,21,train,1745,2662,303,1220,0.345362563238,0.85205078125,0.588532883642,0.696189906244
1.3,21,test,435,727,130,422,0.329638273046,0.769911504425,0.507584597433,0.611814345992
1.3,22,train,1765,2661,304,1200,0.348903878583,0.853069115515,0.595278246206,0.70123162495
1.3,22,test,435,728,129,422,0.329054842474,0.771276595745,0.507584597433,0.612244897959
1.3,23,train,1773,2657,308,1192,0.350927487352,0.851994233542,0.597976391231,0.702734839477
1.3,23,test,438,721,136,419,0.334889148191,0.763066202091,0.511085180863,0.61215932914
1.3,24,train,1810,2648,317,1155,0.3586846543,0.850963798778,0.610455311973,0.710919088767
1.3,24,test,443,719,138,414,0.338973162194,0.76247848537,0.516919486581,0.616133518776
1.3,25,train,1813,2657,308,1152,0.357672849916,0.854785478548,0.611467116358,0.712937475423
1.3,25,test,443,721,136,414,0.33780630105,0.765112262522,0.516919486581,0.616991643454
1.3,26,train,1847,2657,308,1118,0.363406408094,0.857076566125,0.622934232715,0.721484375
1.3,26,test,443,711,146,414,0.343640606768,0.752122241087,0.516919486581,0.612724757953
1.3,27,train,1851,2661,304,1114,0.363406408094,0.858932714617,0.624283305228,0.723046875
1.3,27,test,442,714,143,415,0.341306884481,0.755555555556,0.515752625438,0.613037447989
1.3,28,train,1930,2631,334,1035,0.381787521079,0.852473498233,0.650927487352,0.738190858673
1.3,28,test,470,699,158,387,0.366394399067,0.748407643312,0.548424737456,0.632996632997
1.3,29,train,1927,2639,326,1038,0.379932546374,0.855304039059,0.649915682968,0.738597163664
1.3,29,test,463,702,155,394,0.360560093349,0.749190938511,0.540256709452,0.627796610169
1.3,30,train,1996,2598,367,969,0.398482293423,0.844688954719,0.673187183811,0.749249249249
1.3,30,test,489,683,174,368,0.386814469078,0.737556561086,0.570595099183,0.643421052632
1.3,31,train,2046,2589,376,919,0.408431703204,0.84475639967,0.690050590219,0.759606459996
1.3,31,test,501,672,185,356,0.400233372229,0.730320699708,0.584597432905,0.649384316267
1.3,32,train,2077,2577,388,888,0.41568296796,0.842596348884,0.700505902192,0.765009208103
1.3,32,test,506,666,191,351,0.406651108518,0.725968436155,0.590431738623,0.651222651223
