iteration, data, tp, tn, fp, fn, accuracy, precision, recall, F-1 measure
35,test,494,570,287,363,0.620770128355,0.63252240717,0.576429404901,0.603174603175
36,train,1715,2006,959,1250,0.627487352445,0.641361256545,0.578414839798,0.608263876574
36,test,493,578,279,364,0.624854142357,0.638601036269,0.575262543757,0.605279312462
37,train,1683,2034,931,1282,0.626812816189,0.643840856924,0.567622259696,0.603333930812
37,test,511,578,279,346,0.635355892649,0.646835443038,0.596266044341,0.620522161506
38,train,1757,2048,917,1208,0.641652613828,0.657068062827,0.59258010118,0.623160134776
38,test,523,594,263,334,0.651691948658,0.665394402036,0.610268378063,0.636640292149
39,train,1759,2082,883,1206,0.647723440135,0.66578349735,0.593254637437,0.627429998217
39,test,533,597,260,324,0.659276546091,0.672131147541,0.621936989498,0.646060606061
40,train,1736,2072,893,1229,0.64215851602,0.660327120578,0.585497470489,0.620664998212
40,test,523,599,258,334,0.654609101517,0.669654289373,0.610268378063,0.638583638584
41,train,1746,2034,931,1219,0.637436762226,0.652222637281,0.588870151771,0.618929457639
41,test,509,590,267,348,0.641190198366,0.655927835052,0.593932322054,0.623392529088
42,train,1753,1986,979,1212,0.630522765599,0.641654465593,0.591231028668,0.615411620151
42,test,494,569,288,363,0.620186697783,0.631713554987,0.576429404901,0.602806589384
43,train,1850,1937,1028,1115,0.638617200675,0.642807505212,0.623946037099,0.633236351189
43,test,540,553,304,317,0.637689614936,0.63981042654,0.630105017503,0.634920634921
44,train,1857,1991,974,1108,0.648903878583,0.655951960438,0.626306913997,0.640786749482
44,test,544,573,284,313,0.651691948658,0.657004830918,0.634772462077,0.645697329377
45,train,1833,1993,972,1132,0.645193929174,0.653475935829,0.618212478921,0.635355285962
45,test,550,585,272,307,0.66219369895,0.669099756691,0.641773628938,0.655151876117
46,train,1875,1992,973,1090,0.652107925801,0.658356741573,0.632377740304,0.645105797351
46,test,546,572,285,311,0.65227537923,0.657039711191,0.637106184364,0.64691943128
47,train,1847,2011,954,1118,0.650590219224,0.659407354516,0.622934232715,0.640652098508
47,test,549,584,273,308,0.661026837806,0.667883211679,0.640606767795,0.653960690887
48,train,1885,1953,1012,1080,0.647217537943,0.650673110114,0.635750421585,0.643125213238
48,test,578,574,283,279,0.67211201867,0.67131242741,0.674445740957,0.672875436554
49,train,1937,2001,964,1028,0.664080944351,0.66770079283,0.65328836425,0.660415956359
49,test,553,570,287,304,0.655192532089,0.658333333333,0.645274212369,0.651738361815
50,train,1967,2018,947,998,0.672006745363,0.675017158545,0.663406408094,0.669161422011
50,test,564,580,277,293,0.667444574096,0.67063020214,0.658109684947,0.664310954064
51,train,1986,2007,958,979,0.673355817875,0.674592391304,0.66981450253,0.672194956845
51,test,573,588,269,284,0.677362893816,0.680522565321,0.668611435239,0.674514420247
52,train,1924,2035,930,1041,0.667622259696,0.674141555711,0.648903878583,0.661282007218
52,test,555,604,253,302,0.676196032672,0.686881188119,0.647607934656,0.666666666667
53,train,1932,2072,893,1033,0.67521079258,0.68389380531,0.651602023609,0.667357512953
53,test,587,577,280,270,0.679113185531,0.677047289504,0.684947491249,0.680974477958
54,train,1960,2082,883,1005,0.681618887015,0.689412592332,0.661045531197,0.674931129477
54,test,587,581,276,270,0.681446907818,0.680185399768,0.684947491249,0.682558139535
55,train,1995,2099,866,970,0.690387858347,0.697308633345,0.672849915683,0.684860968074
55,test,576,617,240,281,0.696032672112,0.705882352941,0.67211201867,0.688583383144
56,train,2006,2110,855,959,0.694097807757,0.701153442852,0.676559865093,0.688637143838
56,test,571,620,237,286,0.694865810968,0.706683168317,0.666277712952,0.685885885886
57,train,1970,2079,886,995,0.682799325464,0.689775910364,0.664418212479,0.676859646109
57,test,580,612,245,277,0.69544924154,0.70303030303,0.676779463244,0.689655172414
58,train,1982,2129,836,983,0.693254637437,0.703335699077,0.668465430017,0.685457375065
58,test,569,616,241,288,0.691365227538,0.702469135802,0.663943990665,0.682663467307
59,train,1974,2119,846,991,0.690219224283,0.7,0.665767284992,0.682454624028
59,test,585,617,240,272,0.701283547258,0.709090909091,0.682613768961,0.695600475624
60,train,1958,2162,803,1007,0.694772344013,0.709163346614,0.660370994941,0.683898009081
60,test,559,625,232,298,0.690781796966,0.706700379267,0.65227537923,0.678398058252
61,train,1972,2141,824,993,0.693591905565,0.705293276109,0.665092748735,0.684603367471
61,test,588,637,220,269,0.714702450408,0.727722772277,0.686114352392,0.706306306306
62,train,1960,2147,818,1005,0.69258010118,0.705543556515,0.661045531197,0.682570085321
62,test,579,625,232,278,0.702450408401,0.713933415536,0.6756126021,0.694244604317
63,train,1990,2141,824,975,0.696627318718,0.707178393746,0.671163575042,0.688700467209
63,test,556,614,243,301,0.682613768961,0.695869837297,0.648774795799,0.671497584541
64,train,1960,2156,809,1005,0.694097807757,0.707836764175,0.661045531197,0.683641437042
64,test,564,636,221,293,0.700116686114,0.71847133758,0.658109684947,0.686967113276
65,train,2003,2167,798,962,0.703204047218,0.715101749375,0.675548060708,0.694762400277
65,test,585,643,214,272,0.716452742124,0.732165206508,0.682613768961,0.70652173913
66,train,2002,2149,816,963,0.7,0.710432931157,0.67521079258,0.692374200242
66,test,586,620,237,271,0.703617269545,0.712029161604,0.683780630105,0.697619047619
67,train,2044,2150,815,921,0.707251264755,0.71493529206,0.689376053963,0.701923076923
67,test,585,619,238,272,0.702450408401,0.710814094775,0.682613768961,0.696428571429
68,train,2033,2101,864,932,0.697133220911,0.701760441836,0.685666104553,0.69361992494
68,test,579,614,243,278,0.696032672112,0.704379562044,0.6756126021,0.689696247767
69,train,2100,2110,855,865,0.709949409781,0.710659898477,0.70826306914,0.709459459459
69,test,609,606,251,248,0.708868144691,0.708139534884,0.710618436406,0.709376820035
70,train,2081,2118,847,884,0.708094435076,0.710724043716,0.701854974705,0.706261666384
70,test,605,611,246,252,0.709451575263,0.710928319624,0.705950991832,0.708430913349
71,train,2090,2137,828,875,0.71281618887,0.716244002742,0.704890387858,0.710521842597
71,test,613,613,244,244,0.71528588098,0.71528588098,0.71528588098,0.71528588098
72,train,2060,2063,902,905,0.695278246206,0.69547602971,0.694772344013,0.695124008773
72,test,616,595,262,241,0.706534422404,0.70159453303,0.718786464411,0.710086455331
73,train,2088,2107,858,877,0.70741989882,0.708757637475,0.704215851602,0.706479445102
73,test,598,595,262,259,0.696032672112,0.695348837209,0.697782963827,0.696563774024
74,train,2097,2072,893,868,0.703035413153,0.701337792642,0.707251264755,0.704282115869
74,test,611,600,257,246,0.706534422404,0.703917050691,0.712952158693,0.708405797101
75,train,2067,2123,842,898,0.706576728499,0.710553454795,0.697133220911,0.703779366701
75,test,590,607,250,267,0.698366394399,0.702380952381,0.688448074679,0.695344725987
76,train,2084,2140,825,881,0.712310286678,0.716397387418,0.702866779089,0.709567585972
76,test,603,608,249,254,0.706534422404,0.707746478873,0.703617269545,0.705675833821
77,train,2056,2179,786,909,0.714165261383,0.723434201267,0.693423271501,0.708110900637
77,test,582,614,243,275,0.697782963827,0.705454545455,0.679113185531,0.692033293698
78,train,2079,2128,837,886,0.709443507589,0.712962962963,0.701180438449,0.707022615201
78,test,591,619,238,266,0.705950991832,0.712907117008,0.689614935823,0.701067615658
79,train,2094,2132,833,871,0.712647554806,0.715408267851,0.706239460371,0.710794297352
79,test,605,620,237,252,0.714702450408,0.718527315914,0.705950991832,0.712183637434
80,train,2118,2137,828,847,0.717537942664,0.718940936864,0.714333895447,0.716630011842
80,test,611,611,246,246,0.712952158693,0.712952158693,0.712952158693,0.712952158693
81,train,2140,2071,894,825,0.710118043845,0.705339485827,0.721753794266,0.71345224204
81,test,623,609,248,234,0.718786464411,0.715269804822,0.726954492415,0.721064814815
82,train,2144,2068,897,821,0.710286677909,0.705031239724,0.723102866779,0.713952713953
82,test,617,607,250,240,0.714119019837,0.711649365629,0.719953325554,0.715777262181
83,train,2112,2118,847,853,0.713322091062,0.71375464684,0.712310286678,0.713031735314
83,test,622,610,247,235,0.718786464411,0.715765247411,0.725787631272,0.720741599073
84,train,2133,2071,894,832,0.708937605396,0.704658077304,0.719392917369,0.711949265688
84,test,627,613,244,230,0.723453908985,0.719862227325,0.731621936989,0.725694444444
85,train,2145,2083,882,820,0.712984822934,0.708622398414,0.723440134907,0.715954606142
85,test,610,604,253,247,0.708284714119,0.706836616454,0.71178529755,0.709302325581
86,train,2138,2104,861,827,0.715345699831,0.712904301434,0.72107925801,0.716968477532
86,test,620,613,244,237,0.719369894982,0.717592592593,0.723453908985,0.720511330622
87,train,2143,2111,854,822,0.7173693086,0.715048381715,0.722765598651,0.718886279772
87,test,615,615,242,242,0.717619603267,0.717619603267,0.717619603267,0.717619603267
88,train,2112,2100,865,853,0.710286677909,0.709439032583,0.712310286678,0.71087176035
88,test,625,627,230,232,0.730455075846,0.730994152047,0.729288214702,0.730140186916
89,train,2157,2108,857,808,0.719224283305,0.715660252157,0.727487352445,0.721525338685
89,test,631,632,225,226,0.736872812135,0.73714953271,0.736289381564,0.736719206071
90,train,2158,2152,813,807,0.726812816189,0.726354762706,0.727824620573,0.727088948787
90,test,645,588,269,212,0.719369894982,0.705689277899,0.752625437573,0.72840203275
91,train,2157,2118,847,808,0.720910623946,0.718042609854,0.727487352445,0.722734126319
91,test,616,610,247,241,0.71528588098,0.713789107764,0.718786464411,0.716279069767
92,train,2171,2108,857,794,0.721585160202,0.716974900925,0.732209106239,0.724511930586
92,test,642,597,260,215,0.722870478413,0.711751662971,0.749124854142,0.729960204662
93,train,2166,2145,820,799,0.726981450253,0.72538513061,0.730522765599,0.727944883213
93,test,616,613,244,241,0.717036172695,0.716279069767,0.718786464411,0.717530576587
94,train,2150,2188,777,815,0.731534569983,0.734540485138,0.725126475548,0.729803122878
94,test,621,609,248,236,0.717619603267,0.714614499425,0.724620770128,0.719582850521
95,train,2174,2106,859,791,0.721753794266,0.716782063963,0.733220910624,0.724908302768
95,test,622,633,224,235,0.732205367561,0.735224586288,0.725787631272,0.730475631239
96,train,2174,2176,789,791,0.733558178752,0.733715828552,0.733220910624,0.7334682861
96,test,613,616,241,244,0.717036172695,0.717798594848,0.71528588098,0.716540035067
97,train,2140,2205,760,825,0.732715008432,0.737931034483,0.721753794266,0.729752770673
97,test,624,626,231,233,0.729288214702,0.729824561404,0.728121353559,0.728971962617
98,train,2180,2168,797,785,0.733220910624,0.732280819617,0.735244519393,0.733759676876
98,test,630,627,230,227,0.733372228705,0.732558139535,0.73512252042,0.733838089691
99,train,2179,2218,747,786,0.741483979764,0.744702665755,0.734907251265,0.739772534374
99,test,610,634,223,247,0.725787631272,0.732292917167,0.71178529755,0.721893491124
100,train,2157,2217,748,808,0.73760539629,0.742512908778,0.727487352445,0.734923339012
100,test,632,630,227,225,0.736289381564,0.735739231665,0.737456242707,0.736596736597
101,train,2166,2178,787,799,0.732546374368,0.733491364714,0.730522765599,0.732004055424
101,test,640,628,229,217,0.739789964994,0.736478711162,0.746791131855,0.741599073001
102,train,2143,2180,785,822,0.729005059022,0.731898907104,0.722765598651,0.727303580519
102,test,631,661,196,226,0.753792298716,0.76299879081,0.736289381564,0.749406175772
103,train,2195,2207,758,770,0.742327150084,0.743311886217,0.740303541315,0.741804663738
103,test,629,654,203,228,0.748541423571,0.756009615385,0.733955659277,0.744819419775
104,train,2188,2238,727,777,0.746374367622,0.750600343053,0.737942664418,0.744217687075
104,test,636,651,206,221,0.750875145858,0.755344418052,0.742123687281,0.748675691583
105,train,2172,2199,766,793,0.737099494098,0.739278420694,0.732546374368,0.735897001525
105,test,632,635,222,225,0.739206534422,0.740046838407,0.737456242707,0.738749269433
106,train,2184,2252,713,781,0.748060708263,0.75388332758,0.736593591906,0.745138178096
106,test,635,653,204,222,0.751458576429,0.756853396901,0.740956826138,0.748820754717
107,train,2180,2259,706,785,0.748566610455,0.755370755371,0.735244519393,0.74517176551
107,test,633,651,206,224,0.749124854142,0.754469606675,0.738623103851,0.746462264151
108,train,2172,2241,724,793,0.744182124789,0.75,0.732546374368,0.741170448729
108,test,621,664,193,236,0.749708284714,0.762899262899,0.724620770128,0.743267504488
109,train,2121,2217,748,844,0.731534569983,0.739281979784,0.715345699831,0.727116900926
109,test,607,657,200,250,0.737456242707,0.752168525403,0.708284714119,0.729567307692
110,train,2143,2224,741,822,0.736424957841,0.74306518724,0.722765598651,0.732774833305
110,test,602,655,202,255,0.733372228705,0.748756218905,0.702450408401,0.724864539434
111,train,2135,2252,713,830,0.739797639123,0.749648876404,0.720067453626,0.734560467917
111,test,599,645,212,258,0.725787631272,0.73859432799,0.698949824971,0.718225419664
112,train,2132,2278,687,833,0.743676222597,0.756296559063,0.719055649241,0.737206085754
112,test,613,649,208,244,0.736289381564,0.746650426309,0.71528588098,0.73063170441
113,train,2146,2290,675,819,0.748060708263,0.76072314782,0.723777403035,0.741790528863
113,test,617,658,199,240,0.743873978996,0.75612745098,0.719953325554,0.737597130903
114,train,2146,2251,714,819,0.741483979764,0.75034965035,0.723777403035,0.736824034335
114,test,618,645,212,239,0.736872812135,0.744578313253,0.721120186698,0.732661529342
115,train,2148,2255,710,817,0.742495784148,0.751574527642,0.724451939292,0.737764039155
115,test,613,654,203,244,0.739206534422,0.751225490196,0.71528588098,0.732815301853
116,train,2153,2283,682,812,0.748060708263,0.759435626102,0.726138279933,0.742413793103
116,test,614,647,210,243,0.735705950992,0.745145631068,0.716452742124,0.730517549078
117,train,2191,2300,665,774,0.757335581788,0.767156862745,0.738954468803,0.752791616561
117,test,615,652,205,242,0.739206534422,0.75,0.717619603267,0.733452593918
118,train,2194,2291,674,771,0.756323777403,0.764993026499,0.739966273187,0.752271558375
118,test,627,659,198,230,0.750291715286,0.76,0.731621936989,0.745541022592
119,train,2278,2099,866,687,0.738111298482,0.724554707379,0.768296795953,0.745784907514
119,test,670,613,244,187,0.748541423571,0.733041575492,0.781796966161,0.756634669678
120,train,2302,2108,857,663,0.743676222597,0.728711617601,0.776391231029,0.751796211626
120,test,664,615,242,193,0.746207701284,0.73289183223,0.7747957993,0.753261486103
121,train,2288,2108,857,677,0.7413153457,0.727503974563,0.771669477234,0.748936170213
121,test,673,616,241,184,0.752042007001,0.736323851204,0.785297549592,0.76002258611
122,train,2264,2116,849,701,0.738617200675,0.727272727273,0.763575042159,0.744981901941
122,test,657,619,238,200,0.744457409568,0.734078212291,0.766627771295,0.75
123,train,2253,2122,843,712,0.737774030354,0.727713178295,0.759865092749,0.743441676291
123,test,677,622,235,180,0.757876312719,0.742324561404,0.789964994166,0.765404183154
124,train,2279,2118,847,686,0.741483979764,0.729046705054,0.768634064081,0.748317189296
124,test,666,623,234,191,0.752042007001,0.74,0.777129521587,0.758110415481
125,train,2286,2130,835,679,0.744688026981,0.732457545658,0.770994940978,0.75123233651
125,test,664,633,224,193,0.756709451575,0.747747747748,0.7747957993,0.761031518625
126,train,2299,2147,818,666,0.749747048904,0.737568174527,0.775379426644,0.756001315357
126,test,651,640,217,206,0.753208868145,0.75,0.759626604434,0.754782608696
127,train,2299,2113,852,666,0.744013490725,0.729609647731,0.775379426644,0.751798561151
127,test,680,626,231,177,0.761960326721,0.746432491767,0.793465577596,0.769230769231
128,train,2299,2186,779,666,0.756323777403,0.746913580247,0.775379426644,0.760880357438
128,test,658,640,217,199,0.757292882147,0.752,0.767794632439,0.759815242494
129,train,2318,2168,797,647,0.756492411467,0.744141252006,0.781787521079,0.7625
129,test,664,631,226,193,0.755542590432,0.74606741573,0.7747957993,0.760160274757
130,train,2335,2160,805,630,0.758010118044,0.743630573248,0.787521079258,0.764946764947
130,test,671,642,215,186,0.766044340723,0.757336343115,0.782963827305,0.769936890419
131,train,2301,2163,802,664,0.752782462057,0.741540444731,0.776053962901,0.75840474621
131,test,676,645,212,181,0.770711785298,0.761261261261,0.788798133022,0.774785100287
132,train,2318,2155,810,647,0.754300168634,0.74104859335,0.781787521079,0.760873133104
132,test,665,635,222,192,0.758459743291,0.749718151071,0.775962660443,0.762614678899
133,train,2318,2171,794,647,0.756998313659,0.744858611825,0.781787521079,0.762876419286
133,test,663,618,239,194,0.747374562427,0.735033259424,0.773628938156,0.753837407618
134,train,2299,2145,820,666,0.749409780776,0.737095222828,0.775379426644,0.755752794214
134,test,674,629,228,183,0.760210035006,0.747228381375,0.786464410735,0.766344513928
135,train,2326,2145,820,639,0.753962900506,0.739351557533,0.784485666105,0.761250204549
135,test,673,634,223,184,0.762543757293,0.751116071429,0.785297549592,0.767826583001
136,train,2339,2178,787,626,0.761720067454,0.74824056302,0.788870151771,0.768018387785
136,test,675,646,211,182,0.770711785298,0.761851015801,0.787631271879,0.774526678141
137,train,2356,2105,860,609,0.752276559865,0.732587064677,0.794603709949,0.762336191555
137,test,679,624,233,178,0.760210035006,0.74451754386,0.792298716453,0.767665347654
138,train,2332,2111,854,633,0.749241146712,0.731952291274,0.786509274874,0.758250690945
138,test,676,625,232,181,0.759043173862,0.74449339207,0.788798133022,0.766005665722
139,train,2386,2149,816,579,0.764755480607,0.745159275453,0.804721753794,0.773796011026
139,test,694,632,225,163,0.773628938156,0.755168661589,0.809801633606,0.781531531532
140,train,2372,2119,846,593,0.757335581788,0.737103791175,0.8,0.767265081676
140,test,689,627,230,168,0.767794632439,0.74972796518,0.803967327888,0.775900900901
141,train,2360,2108,857,605,0.753456998314,0.733602735468,0.795952782462,0.763506955678
141,test,691,638,219,166,0.775379229872,0.759340659341,0.806301050175,0.782116581777
142,train,2384,2133,832,581,0.761720067454,0.741293532338,0.804047217538,0.771396214205
142,test,693,618,239,164,0.76487747958,0.74356223176,0.808634772462,0.774734488541
143,train,2393,2095,870,572,0.756829679595,0.733374195526,0.807082630691,0.768464996789
143,test,689,634,223,168,0.771878646441,0.75548245614,0.803967327888,0.778971170153
144,train,2349,2124,841,616,0.754300168634,0.736363636364,0.792242833052,0.763281884647
144,test,667,627,230,190,0.75495915986,0.74358974359,0.77829638273,0.76054732041
145,train,2384,2143,822,581,0.763406408094,0.743605739239,0.804047217538,0.772646248582
145,test,690,614,243,167,0.760793465578,0.739549839228,0.805134189032,0.77094972067
146,train,2377,2135,830,588,0.760876897133,0.741191144372,0.801686340641,0.770252754375
146,test,681,617,240,176,0.757292882147,0.739413680782,0.79463243874,0.766029246344
147,train,2376,2135,830,589,0.760708263069,0.741110417966,0.801349072513,0.770053475936
147,test,670,632,225,187,0.759626604434,0.748603351955,0.781796966161,0.764840182648
148,train,2373,2175,790,592,0.76694772344,0.750237116661,0.800337268128,0.774477806789
148,test,672,634,223,185,0.761960326721,0.750837988827,0.784130688448,0.767123287671
149,train,2387,2156,809,578,0.76610455312,0.746871088861,0.805059021922,0.774874208732
149,test,677,625,232,180,0.759626604434,0.744774477448,0.789964994166,0.766704416761
150,train,2364,2178,787,601,0.765935919056,0.750238019676,0.797301854975,0.773054283846
150,test,691,625,232,166,0.767794632439,0.748645720477,0.806301050175,0.776404494382
151,train,2380,2154,811,585,0.764586846543,0.745847696647,0.802698145025,0.773229369721
151,test,690,637,220,167,0.774212368728,0.758241758242,0.805134189032,0.780984719864
152,train,2375,2172,793,590,0.766779089376,0.749684343434,0.801011804384,0.774498614055
152,test,676,631,226,181,0.762543757293,0.749445676275,0.788798133022,0.768618533258
153,train,2391,2144,821,574,0.764755480607,0.744396014944,0.806408094435,0.774162214667
153,test,682,646,211,175,0.7747957993,0.763717805151,0.795799299883,0.779428571429
154,train,2358,2150,815,607,0.760202360877,0.743145288371,0.795278246206,0.768328445748
154,test,686,639,218,171,0.773045507585,0.758849557522,0.800466744457,0.77910278251
155,train,2357,2175,790,608,0.764249578415,0.748967270416,0.794940978078,0.771269633508
155,test,694,637,220,163,0.776546091015,0.759299781182,0.809801633606,0.783738001129
156,train,2370,2161,804,595,0.764080944351,0.746691871456,0.799325463744,0.772112721942
156,test,686,631,226,171,0.768378063011,0.752192982456,0.800466744457,0.775579423403
157,train,2381,2143,822,584,0.762900505902,0.743365594755,0.803035413153,0.772049286641
157,test,686,640,217,171,0.773628938156,0.759689922481,0.800466744457,0.779545454545
158,train,2370,2177,788,595,0.766779089376,0.750474984167,0.799325463744,0.77413032827
158,test,680,638,219,177,0.768961493582,0.756395995551,0.793465577596,0.774487471526
159,train,2333,2195,770,632,0.763575042159,0.75185304544,0.786846543002,0.768951878708
159,test,670,632,225,187,0.759626604434,0.748603351955,0.781796966161,0.764840182648
160,train,2347,2200,765,618,0.766779089376,0.754177377892,0.791568296796,0.772420602271
160,test,675,635,222,182,0.764294049008,0.752508361204,0.787631271879,0.769669327252
161,train,2389,2238,727,576,0.780269814503,0.766688061617,0.805733558179,0.785726031903
161,test,686,643,214,171,0.775379229872,0.762222222222,0.800466744457,0.780876494024
162,train,2360,2232,733,605,0.77436762226,0.763013255739,0.795952782462,0.779135028062
162,test,674,637,220,183,0.76487747958,0.753914988814,0.786464410735,0.769845802399
163,train,2332,2212,753,633,0.766273187184,0.755915721232,0.786509274874,0.770909090909
163,test,677,644,213,180,0.770711785298,0.760674157303,0.789964994166,0.775042930738
164,train,2351,2214,751,614,0.76981450253,0.757898130239,0.792917369309,0.775012361958
164,test,674,652,205,183,0.773628938156,0.766780432309,0.786464410735,0.776497695853
165,train,2326,2232,733,639,0.768634064081,0.760379208892,0.784485666105,0.77224435591
165,test,682,639,218,175,0.770711785298,0.757777777778,0.795799299883,0.776323278315
166,train,2374,2224,741,591,0.775379426644,0.762118780096,0.800674536256,0.780921052632
166,test,671,650,207,186,0.770711785298,0.76423690205,0.782963827305,0.7734870317
167,train,2382,2223,742,583,0.776559865093,0.762483994878,0.803372681282,0.782394481853
167,test,690,670,187,167,0.793465577596,0.78677309008,0.805134189032,0.795847750865
168,train,2374,2247,718,591,0.779258010118,0.767787839586,0.800674536256,0.783886412415
168,test,677,660,197,180,0.780046674446,0.774599542334,0.789964994166,0.782206816869
