iteration, data, tp, tn, fp, fn, accuracy, precision, recall, F-1 measure
37,test,582,483,374,275,0.621353558926,0.608786610879,0.679113185531,0.642029784887
38,train,2079,1717,1248,886,0.640134907251,0.624887285843,0.701180438449,0.660839160839
38,test,595,490,367,262,0.633022170362,0.618503118503,0.694282380397,0.654205607477
39,train,2075,1719,1246,890,0.639797639123,0.624811803674,0.699831365936,0.660197263761
39,test,595,494,363,262,0.635355892649,0.62108559499,0.694282380397,0.65564738292
40,train,2057,1692,1273,908,0.632209106239,0.617717717718,0.693760539629,0.653534551231
40,test,606,513,344,251,0.652858809802,0.637894736842,0.707117852975,0.670724958495
41,train,2134,1719,1246,831,0.649747048904,0.631360946746,0.719730185497,0.672655634358
41,test,629,486,371,228,0.650525087515,0.629,0.733955659277,0.677436725902
42,train,2150,1651,1314,815,0.640978077572,0.620669745958,0.725126475548,0.668844299269
42,test,630,470,387,227,0.641773628938,0.619469026549,0.73512252042,0.672358591249
43,train,2228,1674,1291,737,0.658010118044,0.633134413186,0.751433389545,0.687230104874
43,test,654,493,364,203,0.669194865811,0.642436149312,0.763127187865,0.6976
44,train,2228,1677,1288,737,0.658516020236,0.633674630262,0.751433389545,0.687548217868
44,test,667,495,362,190,0.677946324387,0.648202137998,0.77829638273,0.707317073171
45,train,2204,1716,1249,761,0.661045531197,0.638285548798,0.743338954469,0.686818323465
45,test,674,492,365,183,0.680280046674,0.648700673725,0.786464410735,0.710970464135
46,train,2244,1689,1276,721,0.66323777403,0.6375,0.756829679595,0.692058596762
46,test,661,479,378,196,0.665110851809,0.636188642926,0.771295215869,0.697257383966
47,train,2236,1745,1220,729,0.671332209106,0.646990740741,0.75413153457,0.696464725121
47,test,672,508,349,185,0.688448074679,0.658178256611,0.784130688448,0.715654952077
48,train,2278,1730,1235,687,0.675885328836,0.648448619414,0.768296795953,0.703303488731
48,test,671,502,355,186,0.684364060677,0.653996101365,0.782963827305,0.712692511949
49,train,2272,1698,1267,693,0.669477234401,0.641989262504,0.766273187184,0.69864698647
49,test,677,500,357,180,0.686697782964,0.654738878143,0.789964994166,0.716023268112
50,train,2272,1686,1279,693,0.667453625632,0.639819769079,0.766273187184,0.697360343769
50,test,670,493,364,187,0.678529754959,0.647969052224,0.781796966161,0.708619777895
51,train,2284,1612,1353,681,0.656998313659,0.627990101732,0.770320404722,0.691911541957
51,test,662,443,414,195,0.644690781797,0.615241635688,0.772462077013,0.68494568029
52,train,2320,1698,1267,645,0.677571669477,0.64678003903,0.782462057336,0.708180708181
52,test,665,502,355,192,0.680863477246,0.651960784314,0.775962660443,0.708577517315
53,train,2284,1690,1275,681,0.670151770658,0.641753301489,0.770320404722,0.700183936235
53,test,657,487,370,200,0.667444574096,0.639727361246,0.766627771295,0.697452229299
54,train,2328,1657,1308,637,0.672006745363,0.640264026403,0.785160202361,0.705347674595
54,test,679,473,384,178,0.67211201867,0.638758231421,0.792298716453,0.707291666667
55,train,2269,1774,1191,696,0.681787521079,0.655780346821,0.765261382799,0.706303501946
55,test,663,519,338,194,0.689614935823,0.662337662338,0.773628938156,0.713670613563
56,train,2266,1783,1182,699,0.682799325464,0.657192575406,0.764249578415,0.706689536878
56,test,652,519,338,205,0.683197199533,0.658585858586,0.760793465578,0.706009745533
57,train,2298,1780,1185,667,0.687689713322,0.659776055125,0.775042158516,0.712779156328
57,test,665,530,327,192,0.697199533256,0.670362903226,0.775962660443,0.71930773391
58,train,2317,1740,1225,648,0.684148397976,0.654150197628,0.781450252951,0.712156139542
58,test,651,517,340,206,0.681446907818,0.656912209889,0.759626604434,0.704545454545
59,train,2336,1804,1161,629,0.698145025295,0.668001143838,0.787858347386,0.722995976478
59,test,671,509,348,186,0.688448074679,0.658488714426,0.782963827305,0.715351812367
60,train,2338,1769,1196,627,0.69258010118,0.661573288059,0.788532883642,0.71949530697
60,test,669,523,334,188,0.69544924154,0.666999002991,0.780630105018,0.71935483871
61,train,2319,1737,1228,646,0.683979763912,0.653791936848,0.782124789207,0.712223587224
61,test,676,502,355,181,0.687281213536,0.655674102813,0.788798133022,0.716101694915
62,train,2371,1737,1228,594,0.692748735245,0.658794109475,0.799662731872,0.722425350396
62,test,686,501,356,171,0.692532088681,0.658349328215,0.800466744457,0.722485518694
63,train,2345,1775,1190,620,0.694772344013,0.663366336634,0.79089376054,0.721538461538
63,test,672,524,333,185,0.697782963827,0.668656716418,0.784130688448,0.721804511278
64,train,2362,1836,1129,603,0.707925801012,0.676596963621,0.796627318718,0.731722428748
64,test,669,509,348,188,0.687281213536,0.657817109145,0.780630105018,0.713980789755
65,train,2360,1740,1225,605,0.691399662732,0.65829846583,0.795952782462,0.720610687023
65,test,691,512,345,166,0.70186697783,0.666988416988,0.806301050175,0.730058108822
66,train,2390,1752,1213,575,0.698482293423,0.663336108798,0.806070826307,0.727771010962
66,test,685,522,335,172,0.704200700117,0.671568627451,0.799299883314,0.729888119339
67,train,2354,1718,1247,611,0.686677908938,0.653707303527,0.793929173693,0.717027109351
67,test,660,499,358,197,0.676196032672,0.648330058939,0.770128354726,0.704
68,train,2364,1760,1205,601,0.69544688027,0.66237041188,0.797301854975,0.723599632691
68,test,688,507,350,169,0.697199533256,0.662813102119,0.802800466744,0.726121372032
69,train,2355,1802,1163,610,0.701011804384,0.669414440023,0.794266441821,0.726515502082
69,test,687,488,369,170,0.68553092182,0.650568181818,0.801633605601,0.718243596445
70,train,2394,1797,1168,571,0.706745362563,0.672094329029,0.80741989882,0.733568254941
70,test,675,522,335,182,0.698366394399,0.668316831683,0.787631271879,0.723085163364
71,train,2352,1883,1082,613,0.714165261383,0.684915550379,0.793254637437,0.735114861697
71,test,681,552,305,176,0.719369894982,0.690669371197,0.79463243874,0.739012479653
72,train,2316,1848,1117,649,0.702192242833,0.674628604719,0.781112984823,0.723976242576
72,test,673,551,306,184,0.714119019837,0.687436159346,0.785297549592,0.73311546841
73,train,2341,1895,1070,624,0.714333895447,0.686309000293,0.789544688027,0.734316185696
73,test,675,541,316,182,0.709451575263,0.681130171544,0.787631271879,0.730519480519
74,train,2398,1937,1028,567,0.731028667791,0.699941622884,0.808768971332,0.750430292599
74,test,686,533,324,171,0.711201866978,0.679207920792,0.800466744457,0.734868773433
75,train,2396,1909,1056,569,0.725969645868,0.694090382387,0.808094435076,0.746766401745
75,test,664,523,334,193,0.692532088681,0.665330661323,0.7747957993,0.71590296496
76,train,2446,1832,1133,519,0.721416526138,0.683431126013,0.824957841484,0.747555012225
76,test,705,541,316,152,0.726954492415,0.690499510284,0.822637106184,0.750798722045
77,train,2402,1834,1131,563,0.714333895447,0.679875459949,0.810118043845,0.739304401354
77,test,711,532,325,146,0.7252042007,0.686293436293,0.829638273046,0.75118858954
78,train,2406,1888,1077,559,0.724114671164,0.690783807063,0.811467116358,0.746277915633
78,test,721,555,302,136,0.744457409568,0.704789833822,0.841306884481,0.767021276596
79,train,2371,1825,1140,594,0.707588532884,0.675306180575,0.799662731872,0.732242124768
79,test,720,530,327,137,0.729288214702,0.687679083095,0.840140023337,0.756302521008
80,train,2444,1840,1125,521,0.722428330523,0.684785654245,0.824283305228,0.748086929905
80,test,697,526,331,160,0.713535589265,0.678015564202,0.813302217036,0.739522546419
81,train,2388,1856,1109,577,0.71568296796,0.682871032313,0.805396290051,0.739090064995
81,test,692,543,314,165,0.720536756126,0.687872763419,0.807467911319,0.742887815352
82,train,2372,1952,1013,593,0.729173693086,0.700738552437,0.8,0.747086614173
82,test,686,554,303,171,0.723453908985,0.693629929221,0.800466744457,0.743228602384
83,train,2390,1935,1030,575,0.72934232715,0.698830409357,0.806070826307,0.748629600626
83,test,704,545,312,153,0.728704784131,0.692913385827,0.821470245041,0.751735184196
84,train,2386,1969,996,579,0.734401349073,0.705499704317,0.804721753794,0.751851268316
84,test,717,543,314,140,0.73512252042,0.695441319108,0.836639439907,0.759533898305
85,train,2424,1936,1029,541,0.735244519393,0.701998262381,0.817537942664,0.755375506388
85,test,683,557,300,174,0.723453908985,0.69481180061,0.796966161027,0.742391304348
86,train,2389,1957,1008,576,0.732883642496,0.703267589049,0.805733558179,0.751021691292
86,test,694,553,304,163,0.727537922987,0.695390781563,0.809801633606,0.748247978437
87,train,2433,1955,1010,532,0.739966273187,0.7066511763,0.820573355818,0.75936329588
87,test,697,572,285,160,0.740373395566,0.709775967413,0.813302217036,0.758020663404
88,train,2420,2003,962,545,0.74586846543,0.715552927262,0.816188870152,0.762564991334
88,test,694,576,281,163,0.740956826138,0.711794871795,0.809801633606,0.757641921397
89,train,2437,2035,930,528,0.75413153457,0.72378972379,0.821922428331,0.769740998105
89,test,690,576,281,167,0.738623103851,0.710607621009,0.805134189032,0.754923413567
90,train,2442,2013,952,523,0.751264755481,0.719505008839,0.823608768971,0.76804529014
90,test,723,586,271,134,0.763710618436,0.727364185111,0.843640606768,0.781199351702
91,train,2482,2034,931,483,0.76155143339,0.727219455025,0.837099494098,0.778300407651
91,test,724,571,286,133,0.755542590432,0.716831683168,0.844807467911,0.775575790037
92,train,2497,2019,946,468,0.76155143339,0.725239616613,0.84215851602,0.779338327091
92,test,714,568,289,143,0.747957992999,0.71186440678,0.833138856476,0.767741935484
93,train,2483,2020,945,482,0.759359190556,0.724329054842,0.837436762226,0.776787110903
93,test,731,567,290,126,0.757292882147,0.715964740451,0.852975495916,0.778487752929
94,train,2467,1984,981,498,0.750590219224,0.715487238979,0.832040472175,0.769374707625
94,test,725,551,306,132,0.744457409568,0.703200775946,0.845974329055,0.768008474576
95,train,2531,1986,979,434,0.761720067454,0.721082621083,0.853625632378,0.781776061776
95,test,726,552,305,131,0.745624270712,0.70417070805,0.847141190198,0.76906779661
96,train,2484,2005,960,481,0.756998313659,0.721254355401,0.837774030354,0.775159931347
96,test,723,564,293,134,0.750875145858,0.711614173228,0.843640606768,0.772023491725
97,train,2498,2045,920,467,0.76610455312,0.730836746635,0.842495784148,0.782704057653
97,test,724,595,262,133,0.769544924154,0.734279918864,0.844807467911,0.785675529029
98,train,2503,2054,911,462,0.768465430017,0.733157586409,0.844182124789,0.78476250196
98,test,732,578,279,125,0.764294049008,0.724035608309,0.85414235706,0.783725910064
99,train,2500,2019,946,465,0.762057335582,0.725478816019,0.843170320405,0.779909530494
99,test,720,590,267,137,0.764294049008,0.729483282675,0.840140023337,0.780911062907
